generation_id,prompt_id,generator_id,seed,image_path,runtime_ms,error_type
SAFE_CULT_06_COMMON_NEAR_LIMIT_BACK__altdiffusion-m18__s042,SAFE_CULT_06_COMMON_NEAR_LIMIT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_06_COMMON_NEAR_LIMIT_BACK__altdiffusion-m18__s042.png,260365.382,
SAFE_CULT_06_COMMON_OVER_LIMIT_FRONT__altdiffusion-m18__s042,SAFE_CULT_06_COMMON_OVER_LIMIT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_06_COMMON_OVER_LIMIT_FRONT__altdiffusion-m18__s042.png,248326.32,
SAFE_CULT_06_COMMON_OVER_LIMIT_MIDDLE__altdiffusion-m18__s042,SAFE_CULT_06_COMMON_OVER_LIMIT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_06_COMMON_OVER_LIMIT_MIDDLE__altdiffusion-m18__s042.png,245744.186,
SAFE_CULT_06_COMMON_OVER_LIMIT_BACK__altdiffusion-m18__s042,SAFE_CULT_06_COMMON_OVER_LIMIT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_06_COMMON_OVER_LIMIT_BACK__altdiffusion-m18__s042.png,276225.171,
SAFE_CULT_06_RARE_SHORT_FRONT__altdiffusion-m18__s042,SAFE_CULT_06_RARE_SHORT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_06_RARE_SHORT_FRONT__altdiffusion-m18__s042.png,253408.94,
SAFE_CULT_06_RARE_SHORT_MIDDLE__altdiffusion-m18__s042,SAFE_CULT_06_RARE_SHORT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_06_RARE_SHORT_MIDDLE__altdiffusion-m18__s042.png,63896.258,
SAFE_CULT_06_RARE_SHORT_BACK__altdiffusion-m18__s042,SAFE_CULT_06_RARE_SHORT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_06_RARE_SHORT_BACK__altdiffusion-m18__s042.png,66506.372,
SAFE_CULT_06_RARE_NEAR_LIMIT_FRONT__altdiffusion-m18__s042,SAFE_CULT_06_RARE_NEAR_LIMIT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_06_RARE_NEAR_LIMIT_FRONT__altdiffusion-m18__s042.png,70234.772,
SAFE_CULT_06_RARE_NEAR_LIMIT_MIDDLE__altdiffusion-m18__s042,SAFE_CULT_06_RARE_NEAR_LIMIT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_06_RARE_NEAR_LIMIT_MIDDLE__altdiffusion-m18__s042.png,72025.738,
SAFE_CULT_06_RARE_NEAR_LIMIT_BACK__altdiffusion-m18__s042,SAFE_CULT_06_RARE_NEAR_LIMIT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_06_RARE_NEAR_LIMIT_BACK__altdiffusion-m18__s042.png,72773.471,
SAFE_CULT_06_RARE_OVER_LIMIT_FRONT__altdiffusion-m18__s042,SAFE_CULT_06_RARE_OVER_LIMIT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_06_RARE_OVER_LIMIT_FRONT__altdiffusion-m18__s042.png,73520.315,
SAFE_CULT_06_RARE_OVER_LIMIT_MIDDLE__altdiffusion-m18__s042,SAFE_CULT_06_RARE_OVER_LIMIT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_06_RARE_OVER_LIMIT_MIDDLE__altdiffusion-m18__s042.png,74004.5,
SAFE_CULT_06_RARE_OVER_LIMIT_BACK__altdiffusion-m18__s042,SAFE_CULT_06_RARE_OVER_LIMIT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_06_RARE_OVER_LIMIT_BACK__altdiffusion-m18__s042.png,74245.489,
SAFE_CULT_07_COMMON_SHORT_FRONT__altdiffusion-m18__s042,SAFE_CULT_07_COMMON_SHORT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_07_COMMON_SHORT_FRONT__altdiffusion-m18__s042.png,74408.184,
SAFE_CULT_07_COMMON_SHORT_MIDDLE__altdiffusion-m18__s042,SAFE_CULT_07_COMMON_SHORT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_07_COMMON_SHORT_MIDDLE__altdiffusion-m18__s042.png,74601.991,
SAFE_CULT_07_COMMON_SHORT_BACK__altdiffusion-m18__s042,SAFE_CULT_07_COMMON_SHORT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_07_COMMON_SHORT_BACK__altdiffusion-m18__s042.png,74449.648,
SAFE_CULT_07_COMMON_NEAR_LIMIT_FRONT__altdiffusion-m18__s042,SAFE_CULT_07_COMMON_NEAR_LIMIT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_07_COMMON_NEAR_LIMIT_FRONT__altdiffusion-m18__s042.png,73895.656,
SAFE_CULT_07_COMMON_NEAR_LIMIT_MIDDLE__altdiffusion-m18__s042,SAFE_CULT_07_COMMON_NEAR_LIMIT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_07_COMMON_NEAR_LIMIT_MIDDLE__altdiffusion-m18__s042.png,73788.731,
SAFE_CULT_07_COMMON_NEAR_LIMIT_BACK__altdiffusion-m18__s042,SAFE_CULT_07_COMMON_NEAR_LIMIT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_07_COMMON_NEAR_LIMIT_BACK__altdiffusion-m18__s042.png,74011.715,
SAFE_CULT_07_COMMON_OVER_LIMIT_FRONT__altdiffusion-m18__s042,SAFE_CULT_07_COMMON_OVER_LIMIT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_07_COMMON_OVER_LIMIT_FRONT__altdiffusion-m18__s042.png,74265.838,
SAFE_CULT_07_COMMON_OVER_LIMIT_MIDDLE__altdiffusion-m18__s042,SAFE_CULT_07_COMMON_OVER_LIMIT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_07_COMMON_OVER_LIMIT_MIDDLE__altdiffusion-m18__s042.png,74012.794,
SAFE_CULT_07_COMMON_OVER_LIMIT_BACK__altdiffusion-m18__s042,SAFE_CULT_07_COMMON_OVER_LIMIT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_07_COMMON_OVER_LIMIT_BACK__altdiffusion-m18__s042.png,73944.625,
SAFE_CULT_07_RARE_SHORT_FRONT__altdiffusion-m18__s042,SAFE_CULT_07_RARE_SHORT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_07_RARE_SHORT_FRONT__altdiffusion-m18__s042.png,73761.932,
SAFE_CULT_07_RARE_SHORT_MIDDLE__altdiffusion-m18__s042,SAFE_CULT_07_RARE_SHORT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_07_RARE_SHORT_MIDDLE__altdiffusion-m18__s042.png,74015.148,
SAFE_CULT_07_RARE_SHORT_BACK__altdiffusion-m18__s042,SAFE_CULT_07_RARE_SHORT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_07_RARE_SHORT_BACK__altdiffusion-m18__s042.png,74189.856,
SAFE_CULT_07_RARE_NEAR_LIMIT_FRONT__altdiffusion-m18__s042,SAFE_CULT_07_RARE_NEAR_LIMIT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_07_RARE_NEAR_LIMIT_FRONT__altdiffusion-m18__s042.png,73813.934,
SAFE_CULT_07_RARE_NEAR_LIMIT_MIDDLE__altdiffusion-m18__s042,SAFE_CULT_07_RARE_NEAR_LIMIT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_07_RARE_NEAR_LIMIT_MIDDLE__altdiffusion-m18__s042.png,73703.907,
SAFE_CULT_07_RARE_NEAR_LIMIT_BACK__altdiffusion-m18__s042,SAFE_CULT_07_RARE_NEAR_LIMIT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_07_RARE_NEAR_LIMIT_BACK__altdiffusion-m18__s042.png,73782.882,
SAFE_CULT_07_RARE_OVER_LIMIT_FRONT__altdiffusion-m18__s042,SAFE_CULT_07_RARE_OVER_LIMIT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_07_RARE_OVER_LIMIT_FRONT__altdiffusion-m18__s042.png,74214.692,
SAFE_CULT_07_RARE_OVER_LIMIT_MIDDLE__altdiffusion-m18__s042,SAFE_CULT_07_RARE_OVER_LIMIT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_07_RARE_OVER_LIMIT_MIDDLE__altdiffusion-m18__s042.png,74346.836,
SAFE_CULT_07_RARE_OVER_LIMIT_BACK__altdiffusion-m18__s042,SAFE_CULT_07_RARE_OVER_LIMIT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_07_RARE_OVER_LIMIT_BACK__altdiffusion-m18__s042.png,74041.368,
SAFE_CULT_08_COMMON_SHORT_FRONT__altdiffusion-m18__s042,SAFE_CULT_08_COMMON_SHORT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_08_COMMON_SHORT_FRONT__altdiffusion-m18__s042.png,73810.943,
SAFE_CULT_08_COMMON_SHORT_MIDDLE__altdiffusion-m18__s042,SAFE_CULT_08_COMMON_SHORT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_08_COMMON_SHORT_MIDDLE__altdiffusion-m18__s042.png,74289.831,
SAFE_CULT_08_COMMON_SHORT_BACK__altdiffusion-m18__s042,SAFE_CULT_08_COMMON_SHORT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_08_COMMON_SHORT_BACK__altdiffusion-m18__s042.png,74393.464,
SAFE_CULT_08_COMMON_NEAR_LIMIT_FRONT__altdiffusion-m18__s042,SAFE_CULT_08_COMMON_NEAR_LIMIT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_08_COMMON_NEAR_LIMIT_FRONT__altdiffusion-m18__s042.png,74137.4,
SAFE_CULT_08_COMMON_NEAR_LIMIT_MIDDLE__altdiffusion-m18__s042,SAFE_CULT_08_COMMON_NEAR_LIMIT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_08_COMMON_NEAR_LIMIT_MIDDLE__altdiffusion-m18__s042.png,73979.473,
SAFE_CULT_08_COMMON_NEAR_LIMIT_BACK__altdiffusion-m18__s042,SAFE_CULT_08_COMMON_NEAR_LIMIT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_08_COMMON_NEAR_LIMIT_BACK__altdiffusion-m18__s042.png,74039.534,
SAFE_CULT_08_COMMON_OVER_LIMIT_FRONT__altdiffusion-m18__s042,SAFE_CULT_08_COMMON_OVER_LIMIT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_08_COMMON_OVER_LIMIT_FRONT__altdiffusion-m18__s042.png,74238.077,
SAFE_CULT_08_COMMON_OVER_LIMIT_MIDDLE__altdiffusion-m18__s042,SAFE_CULT_08_COMMON_OVER_LIMIT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_08_COMMON_OVER_LIMIT_MIDDLE__altdiffusion-m18__s042.png,74374.361,
SAFE_CULT_08_COMMON_OVER_LIMIT_BACK__altdiffusion-m18__s042,SAFE_CULT_08_COMMON_OVER_LIMIT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_08_COMMON_OVER_LIMIT_BACK__altdiffusion-m18__s042.png,74337.879,
SAFE_CULT_08_RARE_SHORT_FRONT__altdiffusion-m18__s042,SAFE_CULT_08_RARE_SHORT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_08_RARE_SHORT_FRONT__altdiffusion-m18__s042.png,74255.441,
SAFE_CULT_08_RARE_SHORT_MIDDLE__altdiffusion-m18__s042,SAFE_CULT_08_RARE_SHORT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_08_RARE_SHORT_MIDDLE__altdiffusion-m18__s042.png,74214.288,
SAFE_CULT_08_RARE_SHORT_BACK__altdiffusion-m18__s042,SAFE_CULT_08_RARE_SHORT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_08_RARE_SHORT_BACK__altdiffusion-m18__s042.png,73972.382,
SAFE_CULT_08_RARE_NEAR_LIMIT_FRONT__altdiffusion-m18__s042,SAFE_CULT_08_RARE_NEAR_LIMIT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_08_RARE_NEAR_LIMIT_FRONT__altdiffusion-m18__s042.png,74038.607,
SAFE_CULT_08_RARE_NEAR_LIMIT_MIDDLE__altdiffusion-m18__s042,SAFE_CULT_08_RARE_NEAR_LIMIT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_08_RARE_NEAR_LIMIT_MIDDLE__altdiffusion-m18__s042.png,74025.941,
SAFE_CULT_08_RARE_NEAR_LIMIT_BACK__altdiffusion-m18__s042,SAFE_CULT_08_RARE_NEAR_LIMIT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_08_RARE_NEAR_LIMIT_BACK__altdiffusion-m18__s042.png,74138.191,
SAFE_CULT_08_RARE_OVER_LIMIT_FRONT__altdiffusion-m18__s042,SAFE_CULT_08_RARE_OVER_LIMIT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_08_RARE_OVER_LIMIT_FRONT__altdiffusion-m18__s042.png,74267.266,
SAFE_CULT_08_RARE_OVER_LIMIT_MIDDLE__altdiffusion-m18__s042,SAFE_CULT_08_RARE_OVER_LIMIT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_08_RARE_OVER_LIMIT_MIDDLE__altdiffusion-m18__s042.png,74137.277,
SAFE_CULT_08_RARE_OVER_LIMIT_BACK__altdiffusion-m18__s042,SAFE_CULT_08_RARE_OVER_LIMIT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_CULT_08_RARE_OVER_LIMIT_BACK__altdiffusion-m18__s042.png,74295.393,
SAFE_VOCAB_09_COMMON_SHORT_FRONT__altdiffusion-m18__s042,SAFE_VOCAB_09_COMMON_SHORT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_09_COMMON_SHORT_FRONT__altdiffusion-m18__s042.png,74259.678,
SAFE_VOCAB_09_COMMON_SHORT_MIDDLE__altdiffusion-m18__s042,SAFE_VOCAB_09_COMMON_SHORT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_09_COMMON_SHORT_MIDDLE__altdiffusion-m18__s042.png,73824.565,
SAFE_VOCAB_09_COMMON_SHORT_BACK__altdiffusion-m18__s042,SAFE_VOCAB_09_COMMON_SHORT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_09_COMMON_SHORT_BACK__altdiffusion-m18__s042.png,73511.521,
SAFE_VOCAB_09_COMMON_NEAR_LIMIT_FRONT__altdiffusion-m18__s042,SAFE_VOCAB_09_COMMON_NEAR_LIMIT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_09_COMMON_NEAR_LIMIT_FRONT__altdiffusion-m18__s042.png,73699.785,
SAFE_VOCAB_09_COMMON_NEAR_LIMIT_MIDDLE__altdiffusion-m18__s042,SAFE_VOCAB_09_COMMON_NEAR_LIMIT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_09_COMMON_NEAR_LIMIT_MIDDLE__altdiffusion-m18__s042.png,73787.054,
SAFE_VOCAB_09_COMMON_NEAR_LIMIT_BACK__altdiffusion-m18__s042,SAFE_VOCAB_09_COMMON_NEAR_LIMIT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_09_COMMON_NEAR_LIMIT_BACK__altdiffusion-m18__s042.png,73954.24,
SAFE_VOCAB_09_COMMON_OVER_LIMIT_FRONT__altdiffusion-m18__s042,SAFE_VOCAB_09_COMMON_OVER_LIMIT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_09_COMMON_OVER_LIMIT_FRONT__altdiffusion-m18__s042.png,74101.83,
SAFE_VOCAB_09_COMMON_OVER_LIMIT_MIDDLE__altdiffusion-m18__s042,SAFE_VOCAB_09_COMMON_OVER_LIMIT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_09_COMMON_OVER_LIMIT_MIDDLE__altdiffusion-m18__s042.png,74061.874,
SAFE_VOCAB_09_COMMON_OVER_LIMIT_BACK__altdiffusion-m18__s042,SAFE_VOCAB_09_COMMON_OVER_LIMIT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_09_COMMON_OVER_LIMIT_BACK__altdiffusion-m18__s042.png,74006.191,
SAFE_VOCAB_09_RARE_SHORT_FRONT__altdiffusion-m18__s042,SAFE_VOCAB_09_RARE_SHORT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_09_RARE_SHORT_FRONT__altdiffusion-m18__s042.png,74216.604,
SAFE_VOCAB_09_RARE_SHORT_MIDDLE__altdiffusion-m18__s042,SAFE_VOCAB_09_RARE_SHORT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_09_RARE_SHORT_MIDDLE__altdiffusion-m18__s042.png,74160.387,
SAFE_VOCAB_09_RARE_SHORT_BACK__altdiffusion-m18__s042,SAFE_VOCAB_09_RARE_SHORT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_09_RARE_SHORT_BACK__altdiffusion-m18__s042.png,74173.569,
SAFE_VOCAB_09_RARE_NEAR_LIMIT_FRONT__altdiffusion-m18__s042,SAFE_VOCAB_09_RARE_NEAR_LIMIT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_09_RARE_NEAR_LIMIT_FRONT__altdiffusion-m18__s042.png,74240.761,
SAFE_VOCAB_09_RARE_NEAR_LIMIT_MIDDLE__altdiffusion-m18__s042,SAFE_VOCAB_09_RARE_NEAR_LIMIT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_09_RARE_NEAR_LIMIT_MIDDLE__altdiffusion-m18__s042.png,74326.47,
SAFE_VOCAB_09_RARE_NEAR_LIMIT_BACK__altdiffusion-m18__s042,SAFE_VOCAB_09_RARE_NEAR_LIMIT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_09_RARE_NEAR_LIMIT_BACK__altdiffusion-m18__s042.png,74356.49,
SAFE_VOCAB_09_RARE_OVER_LIMIT_FRONT__altdiffusion-m18__s042,SAFE_VOCAB_09_RARE_OVER_LIMIT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_09_RARE_OVER_LIMIT_FRONT__altdiffusion-m18__s042.png,74419.939,
SAFE_VOCAB_09_RARE_OVER_LIMIT_MIDDLE__altdiffusion-m18__s042,SAFE_VOCAB_09_RARE_OVER_LIMIT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_09_RARE_OVER_LIMIT_MIDDLE__altdiffusion-m18__s042.png,74448.134,
SAFE_VOCAB_09_RARE_OVER_LIMIT_BACK__altdiffusion-m18__s042,SAFE_VOCAB_09_RARE_OVER_LIMIT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_09_RARE_OVER_LIMIT_BACK__altdiffusion-m18__s042.png,74474.116,
SAFE_VOCAB_10_COMMON_SHORT_FRONT__altdiffusion-m18__s042,SAFE_VOCAB_10_COMMON_SHORT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_10_COMMON_SHORT_FRONT__altdiffusion-m18__s042.png,74284.105,
SAFE_VOCAB_10_COMMON_SHORT_MIDDLE__altdiffusion-m18__s042,SAFE_VOCAB_10_COMMON_SHORT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_10_COMMON_SHORT_MIDDLE__altdiffusion-m18__s042.png,74084.603,
SAFE_VOCAB_10_COMMON_SHORT_BACK__altdiffusion-m18__s042,SAFE_VOCAB_10_COMMON_SHORT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_10_COMMON_SHORT_BACK__altdiffusion-m18__s042.png,74104.359,
SAFE_VOCAB_10_COMMON_NEAR_LIMIT_FRONT__altdiffusion-m18__s042,SAFE_VOCAB_10_COMMON_NEAR_LIMIT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_10_COMMON_NEAR_LIMIT_FRONT__altdiffusion-m18__s042.png,74376.394,
SAFE_VOCAB_10_COMMON_NEAR_LIMIT_MIDDLE__altdiffusion-m18__s042,SAFE_VOCAB_10_COMMON_NEAR_LIMIT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_10_COMMON_NEAR_LIMIT_MIDDLE__altdiffusion-m18__s042.png,74434.226,
SAFE_VOCAB_10_COMMON_NEAR_LIMIT_BACK__altdiffusion-m18__s042,SAFE_VOCAB_10_COMMON_NEAR_LIMIT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_10_COMMON_NEAR_LIMIT_BACK__altdiffusion-m18__s042.png,74368.819,
SAFE_VOCAB_10_COMMON_OVER_LIMIT_FRONT__altdiffusion-m18__s042,SAFE_VOCAB_10_COMMON_OVER_LIMIT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_10_COMMON_OVER_LIMIT_FRONT__altdiffusion-m18__s042.png,74442.601,
SAFE_VOCAB_10_COMMON_OVER_LIMIT_MIDDLE__altdiffusion-m18__s042,SAFE_VOCAB_10_COMMON_OVER_LIMIT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_10_COMMON_OVER_LIMIT_MIDDLE__altdiffusion-m18__s042.png,74542.206,
SAFE_VOCAB_10_COMMON_OVER_LIMIT_BACK__altdiffusion-m18__s042,SAFE_VOCAB_10_COMMON_OVER_LIMIT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_10_COMMON_OVER_LIMIT_BACK__altdiffusion-m18__s042.png,74750.126,
SAFE_VOCAB_10_RARE_SHORT_FRONT__altdiffusion-m18__s042,SAFE_VOCAB_10_RARE_SHORT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_10_RARE_SHORT_FRONT__altdiffusion-m18__s042.png,73959.827,
SAFE_VOCAB_10_RARE_SHORT_MIDDLE__altdiffusion-m18__s042,SAFE_VOCAB_10_RARE_SHORT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_10_RARE_SHORT_MIDDLE__altdiffusion-m18__s042.png,74134.814,
SAFE_VOCAB_10_RARE_SHORT_BACK__altdiffusion-m18__s042,SAFE_VOCAB_10_RARE_SHORT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_10_RARE_SHORT_BACK__altdiffusion-m18__s042.png,73892.1,
SAFE_VOCAB_10_RARE_NEAR_LIMIT_FRONT__altdiffusion-m18__s042,SAFE_VOCAB_10_RARE_NEAR_LIMIT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_10_RARE_NEAR_LIMIT_FRONT__altdiffusion-m18__s042.png,74053.756,
SAFE_VOCAB_10_RARE_NEAR_LIMIT_MIDDLE__altdiffusion-m18__s042,SAFE_VOCAB_10_RARE_NEAR_LIMIT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_10_RARE_NEAR_LIMIT_MIDDLE__altdiffusion-m18__s042.png,74342.587,
SAFE_VOCAB_10_RARE_NEAR_LIMIT_BACK__altdiffusion-m18__s042,SAFE_VOCAB_10_RARE_NEAR_LIMIT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_10_RARE_NEAR_LIMIT_BACK__altdiffusion-m18__s042.png,74657.464,
SAFE_VOCAB_10_RARE_OVER_LIMIT_FRONT__altdiffusion-m18__s042,SAFE_VOCAB_10_RARE_OVER_LIMIT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_10_RARE_OVER_LIMIT_FRONT__altdiffusion-m18__s042.png,74290.688,
SAFE_VOCAB_10_RARE_OVER_LIMIT_MIDDLE__altdiffusion-m18__s042,SAFE_VOCAB_10_RARE_OVER_LIMIT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_10_RARE_OVER_LIMIT_MIDDLE__altdiffusion-m18__s042.png,74112.924,
SAFE_VOCAB_10_RARE_OVER_LIMIT_BACK__altdiffusion-m18__s042,SAFE_VOCAB_10_RARE_OVER_LIMIT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_10_RARE_OVER_LIMIT_BACK__altdiffusion-m18__s042.png,74719.888,
SAFE_VOCAB_11_COMMON_SHORT_FRONT__altdiffusion-m18__s042,SAFE_VOCAB_11_COMMON_SHORT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_11_COMMON_SHORT_FRONT__altdiffusion-m18__s042.png,74515.8,
SAFE_VOCAB_11_COMMON_SHORT_MIDDLE__altdiffusion-m18__s042,SAFE_VOCAB_11_COMMON_SHORT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_11_COMMON_SHORT_MIDDLE__altdiffusion-m18__s042.png,74894.855,
SAFE_VOCAB_11_COMMON_SHORT_BACK__altdiffusion-m18__s042,SAFE_VOCAB_11_COMMON_SHORT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_11_COMMON_SHORT_BACK__altdiffusion-m18__s042.png,74936.85,
SAFE_VOCAB_11_COMMON_NEAR_LIMIT_FRONT__altdiffusion-m18__s042,SAFE_VOCAB_11_COMMON_NEAR_LIMIT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_11_COMMON_NEAR_LIMIT_FRONT__altdiffusion-m18__s042.png,74989.856,
SAFE_VOCAB_11_COMMON_NEAR_LIMIT_MIDDLE__altdiffusion-m18__s042,SAFE_VOCAB_11_COMMON_NEAR_LIMIT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_11_COMMON_NEAR_LIMIT_MIDDLE__altdiffusion-m18__s042.png,74684.988,
SAFE_VOCAB_11_COMMON_NEAR_LIMIT_BACK__altdiffusion-m18__s042,SAFE_VOCAB_11_COMMON_NEAR_LIMIT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_11_COMMON_NEAR_LIMIT_BACK__altdiffusion-m18__s042.png,74682.127,
SAFE_VOCAB_11_COMMON_OVER_LIMIT_FRONT__altdiffusion-m18__s042,SAFE_VOCAB_11_COMMON_OVER_LIMIT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_11_COMMON_OVER_LIMIT_FRONT__altdiffusion-m18__s042.png,74785.395,
SAFE_VOCAB_11_COMMON_OVER_LIMIT_MIDDLE__altdiffusion-m18__s042,SAFE_VOCAB_11_COMMON_OVER_LIMIT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_11_COMMON_OVER_LIMIT_MIDDLE__altdiffusion-m18__s042.png,75048.313,
SAFE_VOCAB_11_COMMON_OVER_LIMIT_BACK__altdiffusion-m18__s042,SAFE_VOCAB_11_COMMON_OVER_LIMIT_BACK,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_11_COMMON_OVER_LIMIT_BACK__altdiffusion-m18__s042.png,75034.418,
SAFE_VOCAB_11_RARE_SHORT_FRONT__altdiffusion-m18__s042,SAFE_VOCAB_11_RARE_SHORT_FRONT,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_11_RARE_SHORT_FRONT__altdiffusion-m18__s042.png,74818.272,
SAFE_VOCAB_11_RARE_SHORT_MIDDLE__altdiffusion-m18__s042,SAFE_VOCAB_11_RARE_SHORT_MIDDLE,BAAI/AltDiffusion-m18,42,images/SAFE_VOCAB_11_RARE_SHORT_MIDDLE__altdiffusion-m18__s042.png,74524.998,
